date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:32	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=guard	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityfc02.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:32	4261/4261	---M--	200	added ('OK')	image/jpeg	etag:%22246006589c2a544b673007e8a1090796%22	https://bitcypo2-chi.vercel.app/images/guard.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/guard.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:33	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=harmony	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityc9c2.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:33	28422/28422	---M--	200	added ('OK')	image/png	etag:%2234de7320d914800bb25423e0737c09fd%22	https://bitcypo2-chi.vercel.app/images/harmony.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/harmony.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:33	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=icon	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity915e.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:33	7177/7177	---M--	200	added ('OK')	image/jpeg	etag:%22329ce68fa30205a17b58d31d94f3b62f%22	https://bitcypo2-chi.vercel.app/images/icon.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/icon.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:34	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=iotex	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity250c.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:34	42520/42520	---M--	200	added ('OK')	image/png	etag:%223fe53678156109a5573577b455372e2f%22	https://bitcypo2-chi.vercel.app/images/iotex.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/iotex.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:34	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=kava	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity0713.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:34	5721/5721	---M--	200	added ('OK')	image/jpeg	etag:%22367876de0334dfb5ab8e68a36650e332%22	https://bitcypo2-chi.vercel.app/images/kava.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/kava.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:35	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=kin	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity830c.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:35	7572/7572	---M--	200	added ('OK')	image/jpeg	etag:%22f35451f06e037fb3259bc43a1f7181be%22	https://bitcypo2-chi.vercel.app/images/kin.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/kin.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:35	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=ledger	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityea66.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:35	1381/1381	---M--	200	added ('OK')	image/png	etag:%2229a0749e05ec3ea3d49411d8c284799b%22	https://bitcypo2-chi.vercel.app/images/ledger.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/ledger.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:36	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=math-wallet	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitydb26.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:36	13389/13389	---M--	200	added ('OK')	image/jpeg	etag:%22d80b53b220b2c8f906f49cb011218a05%22	https://bitcypo2-chi.vercel.app/images/math-wallet.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/math-wallet.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:36	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=mew	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityd625.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:36	7464/7464	---M--	200	added ('OK')	image/jpeg	etag:%22b35633a4f8b7b7a74ef9265d8f35ff17%22	https://bitcypo2-chi.vercel.app/images/mew.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/mew.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:37	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=nano	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity1e44.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:37	5760/5760	---M--	200	added ('OK')	image/jpeg	etag:%22eb421b19a113ee2b295b6ace851724b6%22	https://bitcypo2-chi.vercel.app/images/nano.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/nano.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:37	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=nebulas	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity16e7.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:37	5844/5844	---M--	200	added ('OK')	image/jpeg	etag:%22d6ae0f443aa3a48a7d7dbc1333d52531%22	https://bitcypo2-chi.vercel.app/images/nebulas.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/nebulas.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:37	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=nimiq	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity473e.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:38	3355/3355	---M--	200	added ('OK')	image/jpeg	etag:%22a10755ab735e249cc77dd71bf5e24862%22	https://bitcypo2-chi.vercel.app/images/nimiq.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/nimiq.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:39	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=ontology	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity14d3.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:39	6222/6222	---M--	200	added ('OK')	image/jpeg	etag:%226265e84e8c7c6ec1a75bc4817c2ddb8a%22	https://bitcypo2-chi.vercel.app/images/ontology.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/ontology.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:40	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=poa	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityb220.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:40	3359/3359	---M--	200	added ('OK')	image/jpeg	etag:%22ac3cf194ad2e91c7173e338cc6963228%22	https://bitcypo2-chi.vercel.app/images/poa.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/poa.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:40	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=polkadot	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity5a30.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:40	7008/7008	---M--	200	added ('OK')	image/jpeg	etag:%2270e014212de1c99d9b428d964b11d879%22	https://bitcypo2-chi.vercel.app/images/polkadot.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/polkadot.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:41	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=portis	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityd316.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:41	3540/3540	---M--	200	added ('OK')	image/jpeg	etag:%22b68dddc33612085b020e0868b4ecc30f%22	https://bitcypo2-chi.vercel.app/images/portis.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/portis.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:41	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=scatter	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityd69a.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:41	5627/5627	---M--	200	added ('OK')	image/jpeg	etag:%225e292f9e4e94cb56719cb5e7c70bccc2%22	https://bitcypo2-chi.vercel.app/images/scatter.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/scatter.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:42	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=sakle	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitye940.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:42	3143/3143	---M--	200	added ('OK')	image/png	etag:%22005f98986b52d1e4dad643691258cd38%22	https://bitcypo2-chi.vercel.app/images/skale.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/skale.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:42	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=solana	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitydf6a.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:42	42491/42491	---M--	200	added ('OK')	image/jpeg	etag:%225d585cfbf2a9f648e3c9fe1214e5184c%22	https://bitcypo2-chi.vercel.app/images/solana.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/solana.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:43	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=squarelink	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityffeb.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:43	4541/4541	---M--	200	added ('OK')	image/jpeg	etag:%227e71da9a27c4f6d810a23befe04f6bba%22	https://bitcypo2-chi.vercel.app/images/squarelink.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/squarelink.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:43	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=stellar	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitybd0f.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:43	8801/8801	---M--	200	added ('OK')	image/jpeg	etag:%22cc555890a16c8c6731b7e344738e459b%22	https://bitcypo2-chi.vercel.app/images/stellar.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/stellar.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:44	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=tezos	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitydf8a.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:44	7611/7611	---M--	200	added ('OK')	image/jpeg	etag:%22f66a5e7bed8a245cca4a431b0559a43b%22	https://bitcypo2-chi.vercel.app/images/tezos.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/tezos.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:44	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=theta	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity7d1a.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:44	10825/10825	---M--	200	added ('OK')	image/jpeg	etag:%22a5ca504a7363eda914f732917d188d6a%22	https://bitcypo2-chi.vercel.app/images/theta.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/theta.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:44	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=thundertoken	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity8d66.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:45	11882/11882	---M--	200	added ('OK')	image/jpeg	etag:%226425730f15477dc1d63f498c6f1f0e85%22	https://bitcypo2-chi.vercel.app/images/thundertoken.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/thundertoken.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:45	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=tomo	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity1871.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:45	3440/3440	---M--	200	added ('OK')	image/jpeg	etag:%221cb9f18ee90cd327f3513385c6903a0f%22	https://bitcypo2-chi.vercel.app/images/tomo.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/tomo.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:46	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=torus	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityeb9b.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:46	2595/2595	---M--	200	added ('OK')	image/jpeg	etag:%22634afc8aa0651e4e5cf2870f1213bb33%22	https://bitcypo2-chi.vercel.app/images/torus.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/torus.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:46	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=trustvault	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity660f.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:46	38125/38125	---M--	200	added ('OK')	image/jpeg	etag:%229df18cced878e117336d758a79d083ad%22	https://bitcypo2-chi.vercel.app/images/trustvault.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/trustvault.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:47	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=stephn	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity9825.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:47	98904/98904	---M--	200	added ('OK')	image/png	etag:%2293a2e0b94f14d3627be899f0c9f8e3f9%22	https://bitcypo2-chi.vercel.app/images/unnamed.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/unnamed.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:47	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=vechain	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity4df7.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:47	4760/4760	---M--	200	added ('OK')	image/jpeg	etag:%2247481a3cdd163415b1b895948d8d2619%22	https://bitcypo2-chi.vercel.app/images/vechain.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/vechain.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:48	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=wanchain	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity2d9f.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:48	8434/8434	---M--	200	added ('OK')	image/jpeg	etag:%22e62894d92bf15bac1fa04c60eae7ffb5%22	https://bitcypo2-chi.vercel.app/images/wanchain.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/wanchain.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:48	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=waves	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitybd88.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:48	1075/1075	---M--	200	added ('OK')	image/png	etag:%22a0da73c4e8639a96a3646f7e195647b3%22	https://bitcypo2-chi.vercel.app/images/waves.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/waves.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:49	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=xrp	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity2979.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:49	7098/7098	---M--	200	added ('OK')	image/jpeg	etag:%22b74c3285be55f0e824a353838fbc60db%22	https://bitcypo2-chi.vercel.app/images/xrp.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/xrp.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:49	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=zelcore	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityf78f.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:49	44521/44521	---M--	200	added ('OK')	image/jpeg	etag:%223c630bd349849e9e78dfb3b02e8e4df1%22	https://bitcypo2-chi.vercel.app/images/zelcore.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/zelcore.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:49	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=zilliqa	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity8af2.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:50	5808/5808	---M--	200	added ('OK')	image/png	etag:%226a8baed83353001f31b55b44431648b9%22	https://bitcypo2-chi.vercel.app/images/zilliqa.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/zilliqa.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:51	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfont3e6e.eot	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:51	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfontd41d.eot	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:52	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfont3e6e.woff2	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:53	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfont3e6e.woff	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:54	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b06871f281fee6b241d60582ae9369b9%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfont3e6e.ttf	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:54	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2009:22:53%20GMT	https://bitcypo2-chi.vercel.app/css/owl.video.play.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/css/owl.video.play.png	(from https://bitcypo2-chi.vercel.app/css/owl.carousel.min.css)
10:22:55	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22912ec66d7572ff821749319396470bde%22	https://bitcypo2-chi.vercel.app/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/fonts/fontawesome-webfont3e6e.svg	(from https://bitcypo2-chi.vercel.app/css/font-awesome.min.css)
10:22:55	908/908	---M--	200	added ('OK')	text/css	etag:%22c9b2ff4a8f294d5cb0a04b13b90d0c26%22	https://bitcypo2-chi.vercel.app/css/wallet.css	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/css/wallet.css	(from https://bitcypo2-chi.vercel.app/validity.html?type=wallet-connect)
10:23:00	34826/34826	---M-Z	200	added ('OK')	application/javascript	etag:W/%22880a-Q2veM4hfl8L+BsC7MiDjJqCDThY%22	https://cdn.jsdelivr.net/npm/@emailjs/browser@3/dist/email.min.js	C:/My%20Web%20Sites/hardeybasscrypo/cdn.jsdelivr.net/npm/@emailjs/browser@3/dist/email.min.js	(from https://bitcypo2-chi.vercel.app/validity.html?type=wallet-connect)
